TaiLieu_0: [-0.39408666, -2.0275462, -2.9984355, 3.0069757, -0.42351305, 1.5031251, -2.1377327, -2.0523856, -2.3759358, -0.0555403, 1.6590778, 2.9884691, -2.4220765, -0.16537356, -1.6692729, -0.36600918, 1.1712489, 3.685411, -1.4361186, 0.17222008, -0.2830072, 2.077483, -1.0830956, -0.016031867, 1.4599184, -1.9590148, -2.4934855, -1.7384994, 3.343773, -2.091072, 1.873748, 1.0940977, -2.4657266, -2.14355, -2.119563, 0.56649774, 1.4854492, -2.4352756, -1.0039865, 0.68843746, -0.9286973, -1.8278573, 1.0183736, -1.7736477, -0.9707077, -2.375584, -1.7272049, 1.2323227, 1.8273824, -3.436929, 1.0012332, 1.329083, -1.8535235, -1.2088702, -0.49939597, 1.3264102, 2.387146, 1.4456265, -0.5921052, 4.473133, 0.6637976, 1.9203306, 0.036489245, -2.760522, 0.32099232, -2.013046, 0.41945904, -0.5181728, -0.6900185, -3.6805124, -1.9035842, -2.2146428, -2.1347585, -2.722742, -2.5914247, 0.70841926, -3.3871279, -0.887021, 1.6687845, 1.4250882, 2.070359, 0.5709934, -2.9217513, -1.6952734, 2.2684286, 1.0998257, 1.9435992, -1.8893974, 0.4144409, -1.8544269, -2.318576, 0.33961722, -1.7477026, -2.3357053, -1.514433, 2.7584755, 0.39307782, -0.56223327, 1.4687228, 0.80996627]
TaiLieu_1: [-0.9330693, -0.19637941, -1.3632362, 0.75373924, 0.16821851, -0.86348027, -0.4653979, 0.4461726, -1.3728778, -0.34890026, 0.37473053, -0.94871247, -0.3006979, 0.11022937, -0.37331226, -1.2634995, 0.2650723, 0.31043866, -0.9921204, -1.16526, 0.067357935, -0.079959735, -0.7727784, 0.6392767, 0.6265946, -0.6155928, -1.4383413, -1.0766081, -0.3392554, -1.1690679, 1.5064474, 1.1833898, -0.3915871, -0.88312733, 0.037928067, 0.28921932, 0.038086478, -1.2187783, -0.49197188, -0.41002414, -0.16354683, -1.2342141, -0.27304655, -1.1429759, 0.517629, -0.63578916, 0.18850946, -0.14473988, 1.1409693, -0.083990104, -0.76143783, -0.14038457, -0.21543361, -0.92957336, -0.46000025, 1.3702296, -0.22214033, -0.22527666, -0.4175847, 0.60525936, 0.25489438, 1.5947984, 0.59913725, -0.0036024582, 0.044658266, -0.57690066, 1.0946245, 0.3061552, -0.28023115, -0.04795893, -1.11617, 0.45596182, -0.28327698, -1.072915, -0.2158611, 0.40030465, -0.3276631, -0.7597838, -0.4213322, 0.39849976, 1.0354098, 0.4474202, -1.2493285, 0.5597064, 0.40822443, 0.49956667, 0.5018185, -0.10638026, 1.2844281, 0.58105254, -0.7317022, 1.3576877, -0.7037895, -0.6623138, 0.29384452, 1.6523108, 0.8264826, -0.3782158, 1.2002233, -0.07033589]
TaiLieu_2: [-1.0535206, -0.45427266, -1.5551997, 0.7888587, 0.19141011, -0.8721143, -0.5511167, 0.40314257, -1.6551085, -0.3385104, 0.4492512, -0.8977482, -0.52262896, 0.21213411, -0.46368974, -1.285975, 0.35947087, 0.42213702, -1.1226321, -1.3745471, 0.055322144, -0.019018391, -0.76227665, 0.7041386, 0.8032035, -0.68906945, -1.6154475, -1.3021185, -0.2416983, -1.3016394, 1.8175398, 1.305911, -0.39824528, -1.1965544, -0.1111009, 0.30699176, 0.08524047, -1.4911629, -0.47787356, -0.4564512, -0.16351698, -1.4189236, -0.2392888, -1.2811015, 0.3679719, -0.8258955, 0.037010036, -0.08704912, 1.3442581, -0.33749887, -0.82251173, -0.19722104, -0.43823808, -1.0235597, -0.4788643, 1.5842946, -0.056236446, -0.183745, -0.45343882, 0.92341936, 0.33198297, 1.9056077, 0.5843101, -0.12546162, 0.0576307, -0.64468324, 1.284569, 0.30832887, -0.31049988, -0.25228444, -1.3631605, 0.43465886, -0.5040637, -1.3001877, -0.287893, 0.43709445, -0.53970844, -0.68975675, -0.43953082, 0.45422187, 1.1798432, 0.52588004, -1.4148299, 0.554104, 0.52864736, 0.6125646, 0.601604, -0.21195522, 1.2617072, 0.55517685, -0.84073985, 1.3517736, -0.87419635, -0.8577426, 0.3242516, 1.9684823, 0.8376268, -0.39418957, 1.4665478, -0.123261206]
TaiLieu_3: [-0.9354913, -0.21242253, -1.3673178, 0.81290746, 0.18734594, -0.89172757, -0.47898525, 0.4631555, -1.4108458, -0.29764536, 0.35788873, -0.9788625, -0.2860025, 0.1178271, -0.43555143, -1.245012, 0.3006351, 0.27531436, -0.9723293, -1.1706733, 0.033191346, -0.08269666, -0.7089991, 0.6974148, 0.72943926, -0.5951615, -1.417556, -1.1522247, -0.3166253, -1.2038962, 1.4447014, 1.2133693, -0.35132942, -0.9012461, -0.007675241, 0.29923573, 0.0054358263, -1.2801821, -0.43999195, -0.43602356, -0.22396469, -1.2582419, -0.3782279, -1.0819956, 0.47550935, -0.67383224, 0.16191791, -0.18244778, 1.168948, -0.021613888, -0.810879, -0.19357938, -0.2766475, -0.8238685, -0.44396535, 1.3688943, -0.26972407, -0.23871973, -0.4427673, 0.57452214, 0.26367038, 1.6185213, 0.5166174, 0.015194721, 0.10099439, -0.5272799, 1.1079468, 0.329864, -0.28390998, -0.06267095, -1.1919663, 0.47554502, -0.4124635, -1.0921702, -0.18162, 0.40100825, -0.3712369, -0.79446244, -0.39793384, 0.4445819, 1.0263028, 0.40883407, -1.2431238, 0.60071826, 0.4200258, 0.4523248, 0.5083719, -0.15385313, 1.1929854, 0.54473335, -0.7184736, 1.3021396, -0.8283794, -0.6827339, 0.34750536, 1.7032763, 0.7649377, -0.27315482, 1.2414069, -0.09357694]
TaiLieu_4: [-0.9000881, -0.12655501, -1.2288535, 0.51883084, 0.16555645, -0.7675711, -0.3450993, 0.5271272, -1.1550821, -0.41326448, 0.49551874, -1.1102794, -0.1931373, 0.23868959, -0.3926348, -1.3854697, 0.24108145, 0.1541505, -0.8885547, -1.0310144, 0.050295945, -0.20875253, -0.66393745, 0.60964686, 0.5133407, -0.78124386, -1.1473644, -1.0012747, -0.4325219, -1.0869339, 1.2741778, 1.2475259, -0.33222744, -1.0013463, 0.005603199, 0.29657635, -0.12069287, -1.0627154, -0.34356353, -0.25744972, -0.16609286, -1.049092, -0.38459963, -0.9475371, 0.5057687, -0.45972115, 0.15708335, -0.28795516, 1.1951587, -0.00829178, -0.615496, -0.394376, -0.2683652, -0.8951941, -0.23251267, 1.2943771, -0.23989482, -0.42845106, -0.41096905, 0.46960926, 0.11233471, 1.5300676, 0.6709747, -0.05902061, 0.13877524, -0.64403003, 1.0395173, 0.17911397, -0.31172803, -0.22148041, -0.7663446, 0.5271085, -0.16414703, -0.87252235, -0.36046535, 0.4746355, -0.29185137, -0.6387351, -0.38859174, 0.27912387, 0.8836566, 0.39376065, -1.3159838, 0.43134743, 0.49538913, 0.16447084, 0.53475666, 0.021293359, 1.2300793, 0.72587246, -0.5190588, 1.1902714, -0.5755865, -0.6203668, 0.2814265, 1.3826497, 0.61150336, -0.31233734, 0.93255717, -0.14963257]
TaiLieu_5: [-0.83369195, -0.27366027, -1.447312, 0.9822723, 0.32042766, -1.0387375, -0.22903085, 0.29089782, -1.770624, -0.25841233, -0.564993, -0.48441198, -0.24643037, -0.40493673, -0.091775864, -0.6661699, -0.08324422, 0.6795742, -1.3040066, -1.4149747, -0.20822759, -0.14911439, -0.35564318, 0.21866518, 0.67518663, -0.17584547, -1.821716, -1.0046133, -0.38957527, -0.9349052, 1.8752525, 0.7955946, -0.07981421, 0.16624704, 0.5059678, 0.5572689, 0.08693899, -1.2874663, -0.49615967, -0.7016991, -0.28921342, -1.7632126, -0.025904048, -1.3841598, 0.74973696, -0.869871, 0.7481976, -0.44629508, 0.68730557, 0.12739763, -0.7279419, 0.38615876, 0.10265172, -0.46261156, -1.2097026, 0.82983047, -0.51844776, 0.28718904, -0.27142343, 0.5549782, 0.8917635, 1.0311885, 0.18568864, 0.5975477, -0.122457564, 0.11937803, 1.6059469, 1.0762174, 0.17966162, 1.264147, -1.9122621, 0.783904, -0.6193995, -1.4018939, 0.2833433, 0.14381267, -0.090821356, -1.3228996, -0.6270872, 0.5774243, 1.480258, 0.5162233, -0.5608399, 0.83246875, -0.18131667, 0.99056906, -0.03288247, -0.18309008, 0.98298657, 0.6106487, -0.88085467, 1.2436066, -1.09238, -0.94983613, 0.504315, 1.8298512, 1.4543827, -0.90032923, 1.7054806, 0.5746969]
TaiLieu_6: [-1.2206525, -0.36988693, -1.4803625, 0.53985053, -0.0501021, -0.7693144, -0.6378381, 0.3974658, -1.5008074, -0.49344075, 0.8458171, -1.2621645, -0.33796078, 0.47315562, -0.38128722, -1.6191747, 0.5283861, 0.29683506, -1.063901, -1.2612429, 0.0922064, -0.10677182, -0.9094063, 0.76314884, 0.5866827, -1.0209162, -1.3513237, -1.2195097, -0.28036818, -1.4560157, 1.7802541, 1.5643029, -0.58625525, -1.4106151, -0.17252684, 0.26473373, 0.10520252, -1.3556648, -0.35083827, -0.22425297, -0.14304382, -1.2281343, -0.2116199, -1.3351239, 0.57216674, -0.746692, -0.08009631, -0.05995774, 1.6243414, -0.28800473, -0.64124936, -0.2916079, -0.42544773, -1.2591914, -0.19768439, 1.8158644, -0.07629161, -0.29570365, -0.42868957, 0.9459602, 0.2011041, 2.1156354, 0.7247546, -0.2031712, 0.28848362, -0.77961653, 1.277226, -0.015473151, -0.3893662, -0.49176866, -0.8451902, 0.46445602, -0.3034031, -1.1313515, -0.44018587, 0.6237808, -0.36852443, -0.55633706, -0.28845155, 0.49335775, 1.1892061, 0.41881448, -1.7343296, 0.56418294, 0.73288244, 0.32556838, 0.563331, 0.11247309, 1.4170114, 0.83787024, -0.7140522, 1.2450516, -0.75651836, -0.9123845, 0.20098901, 1.7796854, 0.8444086, -0.49932325, 1.1840695, -0.18304263]
TaiLieu_7: [-0.80195886, -0.09664607, -1.8159941, 1.1186267, 0.4949173, -1.3227592, -0.030184107, 0.3552632, -2.1088943, -0.41614014, -0.6143154, -0.6647477, -0.41629, -0.5425978, -0.17450023, -0.837319, -0.21419449, 0.8079767, -1.7606548, -1.7677885, -0.29570028, -0.19161157, -0.24549785, 0.29591313, 0.7969113, -0.18769668, -2.1444871, -1.116019, -0.4461276, -1.0585824, 2.3262115, 0.95243025, -0.09114055, 0.27065232, 0.7495784, 0.723641, -0.034678232, -1.475283, -0.5700538, -0.8750888, -0.27559242, -2.2078743, -0.1090116, -1.6317085, 0.86454016, -1.0057601, 0.8772291, -0.5429521, 0.823965, 0.25968623, -0.88595676, 0.31657124, 0.07515298, -0.3921714, -1.4308083, 0.9305914, -0.7204299, 0.120608926, -0.41406265, 0.6376762, 1.032526, 1.1018018, 0.41197485, 0.7535831, -0.14603642, 0.10620101, 1.9723067, 1.4234178, 0.23449208, 1.6489973, -2.4695551, 1.0838152, -0.69202125, -1.7834466, 0.19041526, 0.25280446, -0.11159108, -1.5143993, -0.8144482, 0.62768704, 1.8284937, 0.62901074, -0.59571606, 0.88896847, -0.22332674, 1.1953797, 0.101779886, -0.15086468, 1.3143973, 0.67924905, -1.0756159, 1.6904795, -1.3939518, -1.1702836, 0.6932131, 2.191313, 1.770634, -1.1123512, 2.106466, 0.83244735]
TaiLieu_8: [-1.2321506, -0.26967746, -1.2701766, 0.8785559, 0.2530306, -1.1740005, -0.65476876, 0.9508922, -1.5952818, 0.057525117, 0.3368525, -1.1159726, 0.05005674, -0.16964877, -1.0831195, -0.9933284, 0.21560934, -0.053454243, -0.76101166, -1.6478038, 0.40987945, -0.18116207, -0.973126, 0.79431814, 1.1671658, -0.3425275, -1.6953802, -1.3557454, -0.8912579, -1.4337318, 1.4023066, 1.0939847, -0.11359417, -0.8172027, 0.22201546, 0.0850696, -0.026121108, -1.5542095, -0.47055984, -0.68225, -0.39380538, -1.4415499, -0.8548714, -0.9814147, 0.49805897, -0.44668773, 0.50107557, -0.31795064, 0.93614924, 0.4376526, -1.3003571, -0.69505113, -0.22945397, -0.8440815, -0.31273317, 1.6128956, -0.45468906, -0.42243543, -0.5628856, 0.2522485, 0.364737, 1.5524123, 0.3351143, 0.43155771, -0.13139313, -0.449413, 1.1498514, 0.5670273, -0.31363535, -0.12602946, -1.5539966, 0.39048827, -0.5590955, -0.89305013, 0.2147167, 0.4465426, -0.47212675, -1.0141679, -0.82597136, 0.31731054, 0.7032114, 0.7138998, -0.79640836, 1.1023432, 0.3879853, 0.5080917, 0.5600749, -0.37966895, 1.3444055, 0.80240977, -0.7631029, 1.7866521, -1.1009463, -0.4276447, 0.91202927, 1.7871013, 0.6946642, 0.27067888, 1.496741, -0.45157948]
TaiLieu_9: [-0.43614596, -0.80136675, -1.7596662, 0.7846188, -0.2144894, -0.70467716, -0.6888727, -0.13033721, -1.8648102, -0.38076547, 0.42393327, 0.023391623, -1.1618627, 0.12557478, 0.19264507, -1.1036948, 0.47081882, 0.7185684, -1.1544626, -0.9835943, -0.065355286, 0.4773404, -0.40923333, 0.61602604, 0.8069989, -0.8755094, -1.718065, -1.208057, 0.28087756, -1.261271, 1.9141101, 1.1947963, -0.37121606, -0.6569813, -0.84418535, 0.6900515, 0.6509945, -1.4626529, -0.4733233, -0.9734583, -0.057371568, -1.1332786, -0.1870589, -1.5094563, -0.33775234, -0.8677097, -0.7453012, 0.26472285, 1.491054, -0.8630023, -0.83347785, -0.1183537, -0.8197189, -0.7660405, -0.8290082, 1.2302294, 0.17065912, 0.004460348, -0.19007143, 1.3138278, 0.46983075, 2.0279772, -0.26003683, -0.71280146, 0.19122818, -0.43748143, 1.3213562, 0.16503678, -0.5124935, -0.4708467, -1.2467077, 0.26953942, -1.026363, -1.2417353, -0.36690557, 0.5392763, -0.32842207, -0.40908927, -0.0021905277, 0.2272195, 1.6311921, 0.29455796, -1.6137046, 0.42645854, 0.12381697, 0.9543529, 0.78655094, -0.9626667, 0.7896751, 0.0034897884, -0.90131205, 0.7983478, -0.34468687, -0.657769, 0.31504232, 1.9946736, 0.47491923, -0.38823205, 1.425333, -0.28155208]
